pattern,Label
"VAR VAR VAR VAR VAR. VAR VAR VAR VAR AND VAR STR VAR VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR VAR VAR VAR- NUM . LT VAR / GT LT VAR / GT VAR VAR VAR NOT VAR VAR VAR VAR. VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR IS NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR NOT VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR AND/OR VAR VAR VAR""",Safe
"VAR VAR VAR ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( STR VAR STR LIKE STR VAR""",Attack
"AND VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR. VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR IS VAR VAR VAR VAR.VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR """,Safe
"VAR IS VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( NUM EQ NUM """,Attack
"VAR VAR VAR VAR VAR VAR VAR-VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR ) AND ( ( ( STR EQ 'VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR VAR STR VAR' VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR AND VAR VAR AND VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR. """,Safe
"IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR """,Safe
"NULL COMMENT """,Attack
"NUM ) AND ( STR EQ 'VAR""",Attack
"VAR VAR VAR ) AND ( STR EQ 'VAR""",Attack
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR.""",Safe
"VAR ) ) """,Attack
"VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT LIKE VAR VAR VAR VAR VAR VAR!!!! LT VAR / GT LT VAR / GT VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR'VAR VAR""",Safe
"NUM COMMENT """,Attack
"NULL ) COMMENT VAR""",Attack
"VAR\ SEMI VAR$^VAR((VAR/{)*? NUM {&VAR]% GT [?VAR STR ) OR ( STR NUM STR EQ STR NUM STR COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR""",Safe
"""",Safe
"VAR VAR VAR? (VAR VAR VAR VAR VAR """,Safe
"VAR. STR VAR VAR VAR""",Safe
"""",Safe
"NULL COMMENT """,Attack
"VAR VAR""",Safe
"NUM ) ) ) COMMENT VAR""",Attack
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( STR VAR STR LIKE STR VAR""",Attack
"NULL COMMENT """,Attack
"VAR VAR VAR VAR. NOT VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR-VAR IS VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR IS VAR VAR VAR VAR VAR VAR VAR NUM % VAR VAR VAR IS VAR VAR FROM VAR VAR. VAR VAR VAR NOT VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR NOT VAR VAR VAR VAR VAR.""",Safe
"VAR VAR. VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR.""",Safe
"AND VAR VAR VAR VAR.VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR-VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( NUM ) ) COMMENT """,Attack
NUM &VAR COMMENT - NUM ' ) ) TAUTOLOGY,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR!) VAR VAR VAR VAR VAR STR VAR STR VAR*/VAR STR VAR""",Attack
"VAR$VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR FROM VAR VAR VAR VAR AND VAR""",Safe
"VAR VAR LIKE VAR VAR VAR VAR VAR VAR""",Safe
"VAR """,Safe
"VAR VAR VAR VAR*/VAR NUM EQ NUM """,Attack
"NUM EQ NUM """,Attack
"VAR VAR VAR""",Safe
"VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR NUM . VAR VAR VAR VAR VAR VAR VAR VAR VAR/VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR. VAR VAR.""",Attack
"VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( NUM EQ NUM """,Attack
"VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Attack
"VAR VAR""",Safe
"LIKE VAR VAR VAR VAR VAR VAR VAR. """,Safe
"NUM ) ) ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR VAR-VAR-VAR-VAR-VAR VAR STR VAR STR ) VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR IS VAR VAR VAR""",Safe
"VAR""",Safe
"AND VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR. AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR LIKE VAR VAR IS VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR. VAR """,Safe
"NUM ) AND ( STR EQ '""",Attack
"VAR EQ NUM OR STR ] NUM STR TAUTOLOGY COMMENT NUM """,Attack
"VAR IS VAR VAR VAR AND VAR""",Safe
"VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR$VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( STR % STR EQ STR """,Attack
"NUM ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR LIKE VAR'VAR... STR . """,Safe
"\ NUM *~VAR}VAR}{ COMMENT @VAR@~VAR VAR COMMENT VAR\^VAR(VAR SEMI GT SEMI VAR)%VAR*VAR&VAR|*VAR~ EQ NUM LT VAR GT `VAR?VAR~ NUM \VAR&VAR/VAR|VAR*VAR)VAR@)?:VAR{ SEMI VAR EQ :\ NUM ]!\ COMMENT /VAR/VAR COMMENT VAR!VAR LT VAR ^}VAR\VAR\.VAR SEMI NUM ~/`-[:VAR+VAR SEMI VAR}[ EQ VAR\~&@VAR/ NUM ~VAR$ SEMI % VAR AND ( ( ( STR EQ 'VAR""",Attack
"VAR'VAR VAR). LT VAR / GT LT VAR / GT VAR VAR - VAR STR - NUM ) TAUTOLOGY ( ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) ) ::VAR|| ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) VAR VAR ) AND ( NUM EQ NUM """,Attack
"NUM COMMENT """,Attack
"NUM ) ) ) COMMENT VAR""",Attack
"NUM ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR IS VAR AND VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR. (VAR VAR VAR VAR VAR VAR VAR VAR STR VAR STR VAR VAR VAR!) LT """,Safe
"VAR VAR LIKE VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"AND TRUE OR VAR% OR FALSE OR VAR%FALSE AND (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT NUM )))))) AND^ STR EQ STR OR (SELECT?(SELECT NUM ))+ OR (SELECT VAR) NOT LIKE (SELECT (SELECT (SELECT NUM ))) OR (SELECT NUM ) NOT LIKE (SELECT NUM ) OR (SELECT NUM ) COMMENT NOT LIKE NUM AND COMMENT (SELECT NUM ) OR FALSE AND TRUE COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR AND VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR NOT""",Safe
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR? LT VAR / GT LT VAR / GT VAR: VAR VAR VAR VAR VAR IS VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR STR VAR' VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM EQ NUM OR NUM EQ ( SELECT VAR ( VAR ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) FROM VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR'VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR.""",Safe
"AND VAR STR VAR NOT VAR. VAR VAR VAR VAR VAR VAR AND VAR AND VAR NOT VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) """,Attack
"VAR VAR VAR VAR VAR.VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR AND VAR VAR VAR VAR: VAR. LT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR VAR VAR. VAR VAR""",Safe
"VAR VAR FROM VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR@ SEMI ]VAR GT *| COMMENT \?-VAR](/& NUM [ COMMENT SELECT VAR ( NUM ) ) ||'""",Attack
")} AND?VAR' COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND STR EQ '""",Attack
"VAR'VAR VAR VAR VAR VAR. NOT VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR. VAR. VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR NUM """,Safe
"VAR VAR STR VAR STR VAR VAR VAR VAR VAR VAR OR VAR VAR""",Safe
"VAR AND...VAR. LT VAR / GT LT VAR / GT VAR-VAR VAR IS VAR""",Safe
"NUM COMMENT """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR'VAR VAR VAR VAR VAR""",Attack
"NUM ) AND ( STR VAR STR LIKE STR VAR""",Attack
"VAR IS VAR VAR VAR VAR AND VAR VAR""",Safe
"VAR VAR AND VAR VAR VAR VAR VAR). LT """,Safe
"VAR ) ) AND ( STR VAR STR EQ STR VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR AND VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"NUM ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR-""",Safe
"VAR VAR NUM VAR VAR VAR VAR VAR VAR IS VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR NUM VAR VAR VAR VAR AND VAR VAR VAR NUM VAR VAR VAR VAR. VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR!""",Safe
"VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR IS VAR VAR VAR.""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"NUM COMMENT """,Attack
"AND VAR VAR VAR VAR VAR... LT VAR""",Safe
"AND VAR VAR (AND VAR) VAR VAR VAR""",Safe
"VAR VAR AND VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) """,Attack
"NUM EQ NUM AND ( SELECT * FROM ( SELECT ( VAR ( NUM ) ) ) VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"NUM COMMENT """,Attack
"AND VAR VAR FROM VAR VAR VAR VAR (VAR VAR VAR VAR VAR)IS VAR VAR VAR VAR VAR VAR. """,Safe
"VAR'VAR VAR VAR VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR VAR VAR VAR NUM """,Attack
"VAR VAR VAR ) """,Attack
"VAR ( VAR ) ) AND ( STR EQ 'VAR""",Attack
"VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR""",Attack
"VAR ( VAR ) ) AND ( STR EQ 'VAR""",Attack
"VAR""",Safe
"VAR VAR VAR. VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR*/ VAR SELECT NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR-VAR VAR VAR VAR VAR VAR IS VAR VAR""",Safe
"VAR ( ) COMMENT NUM """,Attack
"VAR """,Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR AND VAR VAR VAR STR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR ) AND ( ( ( STR VAR STR EQ STR VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"NUM ) AND STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR AND VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR """,Safe
"VAR VAR VAR ) AND ( ( ( NUM EQ NUM """,Attack
"NUM ) ) COMMENT """,Attack
"NUM ) AND ( STR LIKE 'VAR""",Attack
"VAR AND VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
NUM ) TAUTOLOGY,Attack
"VAR VAR ) ) ||'""",Attack
"VAR AND VAR. VAR VAR.!""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( STR EQ 'VAR""",Attack
"NUM ) ) ) AND STR EQ '""",Attack
"VAR NOT VAR VAR.""",Safe
"IS VAR VAR.""",Safe
"VAR. VAR VAR""",Safe
"VAR VAR VAR ) AND ( ( ( STR % STR EQ STR """,Attack
"VAR VAR ) AND ( STR LIKE 'VAR""",Attack
"VAR IS VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR """,Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) TAUTOLOGY COMMENT VAR VAR VAR VAR. VAR VAR IS VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR VAR. VAR VAR""",Attack
"NUM ) ) ) """,Attack
"VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR STR VAR'VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR (VAR VAR VAR VAR VAR'VAR VAR VAR). VAR VAR VAR VAR AND VAR IS VAR VAR VAR VAR VAR VAR AND VAR VAR VAR""",Safe
"VAR VAR VAR. VAR VAR IS VAR VAR-VAR VAR VAR (VAR VAR VAR)""",Safe
"VAR VAR VAR ) """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR */VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) AND STR EQ '""",Attack
"NUM COMMENT """,Attack
"VAR VAR'VAR VAR""",Safe
"VAR VAR STR VAR VAR VAR VAR OR VAR VAR VAR VAR VAR. VAR""",Safe
"VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR NOT VAR VAR VAR. VAR""",Attack
"VAR VAR VAR VAR AND VAR NOT VAR VAR VAR. VAR VAR VAR""",Safe
"VAR VAR AND VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR""",Safe
"NUM ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR IS VAR """,Safe
"VAR NOT VAR VAR.""",Safe
"VAR VAR VAR VAR'VAR STR VAR VAR STR . VAR VAR VAR VAR IS NOT VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR NOT""",Safe
"VAR VAR VAR ) AND ( STR EQ '""",Attack
"VAR VAR VAR ) AND STR % STR EQ STR """,Attack
"VAR.VAR VAR VAR ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR""",Safe
"NUM EQ NUM """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"NULL COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR VAR AND VAR. VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) COMMENT """,Attack
"NUM ) ) ) COMMENT """,Attack
"VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR STR VAR-VAR STR VAR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR. VAR'VAR (VAR VAR) VAR VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR*/VAR NUM FROM VAR.VAR ) VAR ) COMMENT """,Attack
"AND VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( STR EQ 'VAR""",Attack
"VAR""",Safe
"VAR VAR VAR'VAR VAR VAR.""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR. VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"AND VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR AND VAR VAR STR VAR VAR STR VAR VAR VAR VAR VAR VAR NUM VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR NOT VAR VAR VAR VAR. VAR VAR IS VAR VAR - VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR NUM VAR VAR. VAR VAR VAR VAR NUM VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( STR EQ 'VAR COMMENT VAR VAR IS VAR AND VAR VAR VAR VAR VAR AND VAR VAR VAR IS VAR.VAR VAR VAR VAR VAR.VAR IS VAR VAR VAR VAR VAR(VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"NOT VAR VAR """,Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR""",Safe
"NUM ) ) ) AND STR LIKE 'VAR""",Attack
"VAR """,Safe
"NUM ) ) ) AND ( ( STR EQ '""",Attack
"& $^VAR GT VAR@VAR.$VAR^:!VAR$`VAR[VAR GT ^)VAR~VAR%VAR^VAR| NUM &VAR+VAR.\VAR COMMENT VAR`}^} VAR*VAR( EQ (`- EQ }/-}VAR GT VAR\VAR*VAR\VAR% STR ) TAUTOLOGY .VAR ( ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) AND ( STR % STR EQ STR """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR*/ STR LIKE 'VAR""",Attack
"VAR VAR VAR ) AND STR EQ '""",Attack
"NUM ) """,Attack
"VAR VAR VAR VAR IS VAR AND VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Attack
"VAR ( NUM ) ) COMMENT """,Attack
"( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) AND ( ( STR % STR EQ STR """,Attack
"VAR(VAR{ NUM AND ( NUM EQ NUM ) * NUM COMMENT VAR""",Attack
"VAR STR VAR STR VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( NUM EQ NUM """,Attack
"VAR´VAR VAR""",Safe
"NUM COMMENT """,Attack
"NUM EQ NUM """,Attack
"NUM ) ) ) AND ( ( ( STR EQ '""",Attack
"VAR-VAR AND VAR VAR VAR VAR IS VAR NUM / NUM """,Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR. VAR IS VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR FROM VAR """,Safe
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR COMMENT VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR. VAR STR VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR (VAR VAR VAR VAR VAR VAR VAR """,Safe
"NUM ) AND ( STR VAR STR LIKE STR VAR""",Attack
").& ) SEMI VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR """,Attack
"NUM ) """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR""",Safe
"IS VAR VAR VAR COMMENT VAR VAR VAR VAR*/ NUM AND ( STR LIKE 'VAR""",Attack
"VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"NUM COMMENT """,Attack
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR VAR VAR""",Safe
"NUM ) AND ( ( ( NUM EQ NUM """,Attack
"VAR'VAR VAR VAR VAR VAR VAR""",Safe
"NUM ) COMMENT VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) ) +'""",Attack
